epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_f1_sep,val_loss,val_pre_sep,val_precision,val_rec_sep,val_recall
20,0.6746822595596313,0.8160831928253174,0.06257323175668716,0.42447200417518616,0.8469995260238647,0.5486666560173035,0.5470048189163208,0.12435991221653256,0.06234940513968468,0.06687647521636507,0.0683506652712822,0.8854166666666666,0.4791666567325592
21,0.6802931427955627,0.8203668594360352,0.06145472079515457,0.4295628070831299,0.8506641983985901,0.5559999942779541,0.5562158823013306,0.12072727272727272,0.0614936463534832,0.06489444878811572,0.07840237021446228,0.8645833333333334,0.5520833134651184
22,0.6910569071769714,0.8307129144668579,0.05966484546661377,0.4392545521259308,0.852954626083374,0.5686666369438171,0.558452844619751,0.11920529801324503,0.06094735860824585,0.06413301662707839,0.07550077140331268,0.84375,0.5104166865348816
23,0.6851024627685547,0.8263627886772156,0.059233225882053375,0.4338080883026123,0.8511223196983337,0.550000011920929,0.529484212398529,0.12327773749093546,0.06122802570462227,0.06625097427903351,0.06855439394712448,0.8854166666666666,0.4791666567325592
24,0.6981564164161682,0.837567925453186,0.05787362903356552,0.44569647312164307,0.8515803813934326,0.6006666421890259,0.5502136945724487,0.11897590361445783,0.05887436494231224,0.06412337662337662,0.07588532567024231,0.8229166666666666,0.46875
25,0.707317054271698,0.8470634818077087,0.05635696277022362,0.4549190104007721,0.8621163368225098,0.5993333458900452,0.5520350933074951,0.122007722007722,0.05961798131465912,0.0658882402001668,0.07705192267894745,0.8229166666666666,0.4791666567325592
26,0.717279314994812,0.8472272157669067,0.05579680949449539,0.46455129981040955,0.8584516644477844,0.6240000128746033,0.5416295528411865,0.12469635627530365,0.05768923833966255,0.06760316066725197,0.06985294073820114,0.8020833333333334,0.3958333432674408
27,0.7201420068740845,0.8531464338302612,0.05494926497340202,0.4672192931175232,0.8520385026931763,0.621999979019165,0.5491230487823486,0.12628255722178375,0.05791720747947693,0.06831767719897523,0.07567567378282547,0.8333333333333334,0.4375
28,0.7209435701370239,0.8578158617019653,0.054028693586587906,0.4683922231197357,0.8621163368225098,0.6053333282470703,0.5397302508354187,0.12519561815336464,0.05828618258237839,0.0676818950930626,0.07388316094875336,0.8333333333333334,0.4479166567325592
29,0.7271270155906677,0.8602856397628784,0.053717587143182755,0.474683552980423,0.8589097857475281,0.5960000157356262,0.5194830298423767,0.11689351481184948,0.06104732304811478,0.06331309627059845,0.06925676017999649,0.7604166666666666,0.4270833432674408
30,0.737318217754364,0.8713411688804626,0.0521424263715744,0.4858742654323578,0.874484658241272,0.6233333349227905,0.5096228122711182,0.11812961443806398,0.06031559780240059,0.06411398040961709,0.06493506580591202,0.75,0.3645833432674408
31,0.7383487820625305,0.8732954263687134,0.051309362053871155,0.48680123686790466,0.8616582751274109,0.6179999709129333,0.5224322080612183,0.12276214833759591,0.06030958890914917,0.06685236768802229,0.06715063750743866,0.75,0.3854166567325592
32,0.7500286102294922,0.8791840076446533,0.05076046660542488,0.5,0.8712780475616455,0.668666660785675,0.5453614592552185,0.1276595744680851,0.058291465044021606,0.06976744186046512,0.07066380977630615,0.75,0.34375
33,0.7656017541885376,0.8854364156723022,0.04970867186784744,0.5183684229850769,0.8790655136108398,0.6759999990463257,0.5191045999526978,0.11535048802129548,0.0597112737596035,0.06304558680892337,0.06666667014360428,0.6770833333333334,0.3125
34,0.757128119468689,0.8805679082870483,0.050357379019260406,0.5082141160964966,0.8786073923110962,0.6766666769981384,0.5347073674201965,0.11744084136722173,0.05772320553660393,0.06411483253588517,0.07991360872983932,0.6979166666666666,0.3854166567325592
35,0.7613649368286133,0.8838729858398438,0.04955090582370758,0.5132388472557068,0.8790655136108398,0.699999988079071,0.5385653972625732,0.12476722532588454,0.05778386816382408,0.06850715746421268,0.08056872338056564,0.6979166666666666,0.3541666567325592
36,0.7685789465904236,0.8914645314216614,0.04845888912677765,0.5220588445663452,0.8781493306159973,0.6826666593551636,0.5340767502784729,0.11862835959221502,0.05771210789680481,0.06510681586978637,0.07399103045463562,0.6666666666666666,0.34375
37,0.7708691358566284,0.8907240629196167,0.0484115406870842,0.5246612429618835,0.8868529796600342,0.6713333129882812,0.5464112758636475,0.11985688729874776,0.057829417288303375,0.06555772994129158,0.07855626195669174,0.6979166666666666,0.3854166567325592
38,0.7725867629051208,0.8959943056106567,0.047535866498947144,0.5270381569862366,0.8795235753059387,0.6813333630561829,0.5384058952331543,0.12547528517110265,0.05867038294672966,0.06903765690376569,0.0736607164144516,0.6875,0.34375
39,0.774189829826355,0.8952947854995728,0.047453057020902634,0.5290393829345703,0.8804397583007812,0.6940000057220459,0.5335425734519958,0.12003872216844143,0.060031261295080185,0.06616862326574173,0.07294117659330368,0.6458333333333334,0.3229166567325592
40,0.7761365175247192,0.9027571678161621,0.046631790697574615,0.5314222574234009,0.8831882476806641,0.7286666631698608,0.5332828760147095,0.11654526534859522,0.05896240100264549,0.06473988439306358,0.08310992270708084,0.5833333333333334,0.3229166567325592
41,0.7811748385429382,0.9005584120750427,0.046731412410736084,0.5380526185035706,0.8808978199958801,0.6726666688919067,0.528211772441864,0.12143514259429623,0.06129772961139679,0.06659939455095863,0.07158351689577103,0.6875,0.34375
42,0.7904500365257263,0.9102989435195923,0.04493631795048714,0.5502133965492249,0.8859367966651917,0.6886666417121887,0.544957160949707,0.12190082644628099,0.06275729089975357,0.0676605504587156,0.08126410841941833,0.6145833333333334,0.375
43,0.802129864692688,0.9109172821044922,0.04515184834599495,0.5657704472541809,0.8964727520942688,0.7179999947547913,0.5474351644515991,0.12065439672801637,0.061000291258096695,0.06689342403628118,0.09022556245326996,0.6145833333333334,0.375
44,0.787358283996582,0.907577395439148,0.045392073690891266,0.5457864999771118,0.8900595307350159,0.7273333072662354,0.5445749759674072,0.12190082644628099,0.060025203973054886,0.0676605504587156,0.07356948405504227,0.6145833333333334,0.28125
45,0.8031604290008545,0.9153919219970703,0.044050976634025574,0.5668973326683044,0.900595486164093,0.734666645526886,0.5515342950820923,0.1246040126715945,0.06138775125145912,0.06933019976498238,0.08743169158697128,0.6145833333333334,0.3333333432674408
46,0.8043054938316345,0.9147865176200867,0.04389028251171112,0.5688153505325317,0.8973889350891113,0.7406666874885559,0.527529239654541,0.11231101511879049,0.06297376751899719,0.06265060240963856,0.08022922277450562,0.5416666666666666,0.2916666567325592
47,0.7972059845924377,0.9124176502227783,0.04438479244709015,0.5591614246368408,0.8918918967247009,0.718666672706604,0.5470048189163208,0.12070759625390219,0.06044510379433632,0.06705202312138728,0.0755208358168602,0.6041666666666666,0.3020833432674408
48,0.8033894300460815,0.9163773059844971,0.04375385865569115,0.5673021078109741,0.8996793627738953,0.7293333411216736,0.5487409234046936,0.12937433722163308,0.060812417417764664,0.07201889020070838,0.08556149899959564,0.6354166666666666,0.3333333432674408
49,0.8083133101463318,0.9204264879226685,0.04322433099150658,0.5746115446090698,0.8978469967842102,0.7360000014305115,0.5544463396072388,0.1322690992018244,0.06204919517040253,0.07426376440460948,0.08100558817386627,0.6041666666666666,0.3020833432674408
50,0.8188480734825134,0.9249913692474365,0.042296502739191055,0.5891956090927124,0.9092991352081299,0.7319999933242798,0.5359315872192383,0.12666666666666668,0.06175072863698006,0.0708955223880597,0.06779661029577255,0.59375,0.25
51,0.8181610107421875,0.9269998669624329,0.04163781926035881,0.5897977948188782,0.8950985074043274,0.7633333206176758,0.5526731014251709,0.12872467222884387,0.06057647615671158,0.07267833109017496,0.08360128849744797,0.5625,0.2708333432674408
52,0.8196495771408081,0.925774097442627,0.04201921448111534,0.5912364721298218,0.9024278521537781,0.7553333044052124,0.5477579236030579,0.12290502793296089,0.05953702703118324,0.0688360450563204,0.0881458967924118,0.5729166666666666,0.3020833432674408
53,0.8178174495697021,0.9239255785942078,0.04215357452630997,0.587418794631958,0.9111314415931702,0.7453333139419556,0.5436290502548218,0.12197928653624857,0.06038594990968704,0.0685640362225097,0.0744047611951828,0.5520833333333334,0.2604166567325592
54,0.8147257566452026,0.9257212281227112,0.0419803261756897,0.583259642124176,0.9065506458282471,0.765333354473114,0.5445193648338318,0.132858837485172,0.06190017610788345,0.0749665327978581,0.07894736528396606,0.5833333333333334,0.25
55,0.82102370262146,0.9271243810653687,0.04144258797168732,0.5925372838973999,0.9092991352081299,0.7753333449363708,0.5459624528884888,0.12667478684531058,0.06289523094892502,0.07172413793103448,0.09152542054653168,0.5416666666666666,0.28125
56,0.8235428929328918,0.9302453398704529,0.040772631764411926,0.597331702709198,0.9024278521537781,0.7739999890327454,0.5476391911506653,0.12745098039215685,0.06350035965442657,0.07222222222222222,0.0853242352604866,0.5416666666666666,0.2604166567325592
57,0.8294973373413086,0.93143230676651,0.04060753062367439,0.6063112616539001,0.9065506458282471,0.7453333139419556,0.5491601228713989,0.13317479191438764,0.06145497038960457,0.07516778523489932,0.06402438879013062,0.5833333333333334,0.21875
58,0.8328180313110352,0.9347548484802246,0.03990374878048897,0.6109917163848877,0.9115895628929138,0.7706666588783264,0.5593579411506653,0.13705583756345177,0.06542961299419403,0.07803468208092486,0.09740259498357773,0.5625,0.3125
59,0.8260620832443237,0.9318785667419434,0.04045883193612099,0.6010347008705139,0.904718279838562,0.753333330154419,0.5428760051727295,0.12114014251781473,0.0631772130727768,0.06836461126005362,0.07716049253940582,0.53125,0.2604166567325592
60,0.8385434746742249,0.9406852126121521,0.03867972269654274,0.6201429963111877,0.9138799905776978,0.7633333206176758,0.5295768976211548,0.11995104039167687,0.0655246153473854,0.06796116504854369,0.06976744532585144,0.5104166666666666,0.21875
61,0.8395740389823914,0.9371496438980103,0.03910665959119797,0.6224937438964844,0.9102153182029724,0.7833333611488342,0.5441669225692749,0.11936339522546419,0.06585419923067093,0.06838905775075987,0.08363636583089828,0.46875,0.2395833283662796
62,0.8361387848854065,0.936100423336029,0.03947299346327782,0.615906298160553,0.9152542352676392,0.7873333096504211,0.5472607612609863,0.12658227848101267,0.06590243428945541,0.07317073170731707,0.07924528419971466,0.46875,0.21875
63,0.836940348148346,0.9382083415985107,0.038947392255067825,0.6170935034751892,0.9161704182624817,0.7960000038146973,0.5443598628044128,0.12156295224312591,0.0684790164232254,0.07058823529411765,0.0833333358168602,0.4375,0.21875
64,0.8471315503120422,0.9423215389251709,0.038088858127593994,0.6344324946403503,0.9166284799575806,0.7666666507720947,0.5500578880310059,0.12743823146944083,0.06825471669435501,0.07280832095096583,0.08496732264757156,0.5104166666666666,0.2708333432674408
65,0.8398030400276184,0.9396254420280457,0.038562268018722534,0.6223470568656921,0.9134218692779541,0.7979999780654907,0.5488930344581604,0.13128491620111732,0.06516992300748825,0.07580645161290323,0.08433734625577927,0.4895833333333333,0.21875
66,0.8434672951698303,0.9424380660057068,0.03771894425153732,0.6292775869369507,0.9097571969032288,0.7846666574478149,0.5461441874504089,0.12048192771084337,0.06627500057220459,0.06912442396313365,0.08118081092834473,0.46875,0.2291666716337204
67,0.8428947925567627,0.942650318145752,0.03783741220831871,0.6286076903343201,0.9079248905181885,0.7739999890327454,0.5560823678970337,0.13066666666666665,0.06374309211969376,0.07492354740061162,0.07958477735519409,0.5104166666666666,0.2395833283662796
68,0.8497652411460876,0.9477905035018921,0.03661804646253586,0.6382978558540344,0.9207512736320496,0.7760000228881836,0.5366289615631104,0.13165266106442577,0.06897041946649551,0.07605177993527508,0.062043797224760056,0.4895833333333333,0.1770833283662796
69,0.8475896120071411,0.9456137418746948,0.0368734635412693,0.6349809765815735,0.918002724647522,0.7846666574478149,0.5478839874267578,0.12684365781710916,0.06753179430961609,0.07388316151202749,0.0749063640832901,0.4479166666666667,0.2083333283662796
70,0.856063187122345,0.9489890336990356,0.03620128706097603,0.6501296758651733,0.9184608459472656,0.7906666398048401,0.5452316403388977,0.13670133729569092,0.06864285469055176,0.07972270363951472,0.07751937955617905,0.4791666666666667,0.2083333283662796
71,0.8475896120071411,0.9451784491539001,0.0370536744594574,0.6348955035209656,0.9184608459472656,0.7860000133514404,0.5373857021331787,0.13169984686064318,0.07134886831045151,0.07719928186714542,0.07865168899297714,0.4479166666666667,0.21875
72,0.8554906845092773,0.9489985704421997,0.036393508315086365,0.6488845944404602,0.9193770289421082,0.7900000214576721,0.5382426977157593,0.12593703148425786,0.07113628834486008,0.07355516637478109,0.07392995804548264,0.4375,0.1979166716337204
73,0.8639642596244812,0.9540706872940063,0.0348939448595047,0.6616834402084351,0.9326614737510681,0.7886666655540466,0.5316729545593262,0.11940298507462686,0.0736658126115799,0.06968641114982578,0.07003890722990036,0.4166666666666667,0.1875
74,0.8599565029144287,0.9518977403640747,0.03542357683181763,0.656862735748291,0.9207512736320496,0.7919999957084656,0.542449414730072,0.12609970674486803,0.07008713483810425,0.07337883959044368,0.08778625726699829,0.4479166666666667,0.2395833283662796
75,0.8615596294403076,0.9521385431289673,0.0355006568133831,0.6588388681411743,0.9253321290016174,0.7866666913032532,0.5397005677223206,0.12968299711815562,0.0690903291106224,0.07525083612040134,0.07251908630132675,0.46875,0.1979166716337204
76,0.8605290055274963,0.9515081644058228,0.03546956554055214,0.6574224829673767,0.9230417013168335,0.7760000228881836,0.5320735573768616,0.1323529411764706,0.06995547562837601,0.07705479452054795,0.07446808367967606,0.46875,0.21875
77,0.8706057667732239,0.9587113857269287,0.033606257289648056,0.675910472869873,0.9267063736915588,0.7940000295639038,0.5343475341796875,0.12206572769953052,0.07209313660860062,0.0718232044198895,0.07228915393352509,0.40625,0.1875
78,0.8672850131988525,0.9552874565124512,0.034429099410772324,0.670099675655365,0.923957884311676,0.8006666898727417,0.5340248346328735,0.11556982343499198,0.07358218729496002,0.0683111954459203,0.07883817702531815,0.375,0.1979166716337204
